-44.972184 -89.061372
-47.135058 -92.784705
-46.092688 -98.922657
-50.234580 -91.971099
-42.742275 -96.255109
-47.153518 -90.137966
-52.328737 -89.793741
-46.179001 -92.376769
-49.694143 -94.351940
-41.807700 -86.289092
-46.481342 -82.179072
-45.930430 -78.530340
-45.876182 -75.835792
-46.082589 -82.924298
-39.837019 -87.270660
-40.281072 -75.280097
-37.836309 -73.442141
-41.054555 -67.859934
-45.346081 -71.196195
-39.291961 -85.608728
-38.514198 -76.565924
-34.805802 -68.216186
-43.612804 -78.276737
-42.958104 -76.949481
-35.679786 -72.875326
-34.085263 -62.310207
-33.745837 -69.209509
-38.113429 -70.901723
-36.623194 -62.544875
-38.030817 -67.621111
-34.750201 -75.069917
-36.222268 -60.706651
-32.696875 -69.659797
-33.542903 -64.187528
-32.142980 -59.993220
-31.738613 -61.352875
-34.779230 -58.989583
-33.363737 -65.901918
-28.806848 -54.522681
-27.731176 -54.213179
-27.548503 -49.928382
-27.215832 -60.094286
-24.913272 -49.540178
-25.698914 -50.891458
-27.233869 -55.473836
-25.376732 -49.571187
-24.688807 -52.390517
-23.704090 -53.430469
-25.259184 -49.706067
-28.602915 -47.444012
-19.746436 -44.136110
-28.553472 -46.909473
-31.259293 -50.256798
-23.187658 -42.894941
-29.100442 -41.853170
-19.086456 -40.078841
-21.943238 -38.311271
-21.043249 -38.765535
-24.709123 -36.480567
-24.289268 -34.083843
-24.286251 -27.791467
-17.039599 -39.273410
-14.370595 -41.289050
-13.578556 -37.660462
-15.382716 -34.493489
-17.580501 -31.262731
-17.747296 -35.223371
-18.695351 -34.923597
-13.709388 -23.062454
-15.438805 -34.429019
-18.476735 -32.008899
-9.967852 -25.339919
-13.400733 -24.786227
-13.162205 -24.678888
-16.003363 -28.777760
-14.177774 -18.452889
-12.519960 -10.078535
-12.643714 -17.819026
-14.753065 -19.700844
-6.341868 -13.288600
-17.559948 -20.110802
-12.905952 -12.958263
-8.143794 -8.558061
-6.907772 -8.562853
-2.303458 -13.509852
-14.361376 -14.769454
-1.613050 -9.727494
-7.527192 -14.617767
-4.061946 -1.786199
1.974490 -4.203284
-3.993922 -4.162699
-2.532972 -6.368944
-2.875159 1.105275
-7.338528 -0.912635
1.454491 1.636800
-7.175819 -3.654558
-7.134075 6.811032
-0.803606 1.509855
-1.165980 -0.721347
1.891735 -0.396000
-3.625032 10.640485
4.132926 10.308612
-2.693615 10.679893
-0.100416 17.247929
4.340327 17.987129
-2.402443 18.308737
2.357159 6.123288
2.774309 12.856308
3.305100 13.542407
0.129602 14.778275
3.792382 14.080839
11.582704 24.135315
7.499242 19.775381
10.164889 14.116452
8.757145 20.172512
6.988434 19.640788
5.869711 14.675152
12.014639 28.783453
8.329933 15.443547
7.913676 18.321664
8.270954 25.484908
12.103779 28.423597
13.334869 23.318903
7.280916 27.849481
7.741326 27.734422
15.953971 26.110955
13.471638 25.454592
12.541994 45.263686
16.887889 26.670741
15.822192 43.944847
11.701819 36.283756
13.802074 33.230957
13.127636 31.631717
24.273983 39.956335
16.545180 48.588722
21.097169 48.417448
23.045919 41.616021
22.552503 44.848912
20.173505 31.386515
19.536501 38.901679
25.882210 41.550470
18.603652 41.392656
21.320993 58.321764
16.804106 62.117748
24.529803 50.523286
18.651859 52.888680
15.847742 51.096859
22.252040 44.284819
19.346661 50.572815
24.882613 58.318403
25.143580 60.959683
22.509735 54.084854
29.396487 56.651632
24.843635 56.311537
24.184321 58.188739
28.043512 60.110468
29.816731 63.468624
26.601925 62.833905
28.595009 62.388701
30.543509 65.840189
32.564211 60.303373
28.260690 66.231741
37.034810 72.730776
33.520614 65.894673
33.876094 63.260567
36.747012 78.491177
31.101830 72.671576
39.249838 74.707112
32.885002 72.048086
34.792103 77.042711
34.384230 73.152904
34.327904 67.805795
41.772231 80.413954
27.093655 78.366358
35.472007 70.387159
38.464803 82.962589
34.867173 87.669516
44.238622 83.555444
38.867163 84.954131
37.907453 84.995635
45.647781 84.365180
39.148962 83.729527
39.796354 77.603977
41.870223 89.868308
43.503602 91.335009
40.003842 84.750947
38.956919 94.084439
39.768693 101.010581
48.114850 89.203774
45.493183 94.635523
45.825378 93.594110
45.531704 109.169989
43.667956 93.202392
43.416801 90.971808
47.597063 100.109982
42.011940 100.006865
48.209444 92.322858
44.031768 106.470605
51.247318 100.581730
47.973008 113.005038
51.590218 113.673578
